x,y
8.379464,3.128312
8.386764,3.135653
8.394059,3.143006
8.401349,3.150370
8.408636,3.157742
8.415920,3.165122
8.423201,3.172509
8.430480,3.179901
8.437758,3.187297
8.445034,3.194697
8.452311,3.202098
8.459587,3.209501
8.466864,3.216902
8.474142,3.224302
8.481422,3.231699
8.488704,3.239092
8.495989,3.246480
8.503278,3.253861
8.510570,3.261235
8.517867,3.268600
8.525169,3.275955
8.532477,3.283298
8.539791,3.290630
8.547111,3.297947
8.554439,3.305250
8.561775,3.312537
8.569119,3.319807
8.576472,3.327058
8.583834,3.334290
8.591207,3.341502
8.598590,3.348691
8.605984,3.355857
8.613390,3.362999
8.620808,3.370116
8.628239,3.377205
8.635683,3.384267
8.643141,3.391300
8.650613,3.398303
8.658100,3.405274
8.665603,3.412213
8.673122,3.419118
8.680658,3.425988
8.688211,3.432821
8.695781,3.439618
8.703370,3.446376
8.710977,3.453094
8.718604,3.459771
8.726251,3.466406
8.733919,3.472997
8.741607,3.479544
8.749317,3.486046
8.757049,3.492501
8.764804,3.498907
8.772582,3.505264
8.780383,3.511571
8.788209,3.517826
8.796060,3.524029
8.803937,3.530177
8.811839,3.536270
8.819768,3.542307
8.827724,3.548286
8.835707,3.554206
8.843719,3.560067
8.851759,3.565866
8.859829,3.571603
8.867928,3.577276
8.876058,3.582885
8.884219,3.588427
8.892411,3.593903
8.900635,3.599310
8.908892,3.604648
8.917182,3.609915
8.925506,3.615111
8.933864,3.620233
8.942256,3.625281
8.950684,3.630254
8.959148,3.635150
8.967648,3.639968
8.976186,3.644707
8.984760,3.649366
8.993373,3.653944
9.002024,3.658439
9.010715,3.662850
9.019445,3.667177
9.028216,3.671417
9.037027,3.675570
9.045880,3.679634
9.054775,3.683609
9.063712,3.687493
9.072692,3.691285
9.081716,3.694983
9.090784,3.698587
9.099896,3.702095
9.109054,3.705507
9.118258,3.708821
9.127508,3.712035
9.136804,3.715149
9.146148,3.718161
9.155541,3.721071
9.164981,3.723876
9.174471,3.726577
9.184010,3.729171
9.193600,3.731657
9.203240,3.734035
9.212931,3.736303
9.222675,3.738459
9.232470,3.740504
9.242317,3.742439
9.252208,3.744278
9.262136,3.746031
9.272097,3.747713
9.282081,3.749335
9.292085,3.750911
9.302099,3.752453
9.312119,3.753973
9.322137,3.755485
9.332147,3.757001
9.342143,3.758534
9.352117,3.760097
9.362063,3.761702
9.371974,3.763361
9.381845,3.765089
9.391667,3.766896
9.401436,3.768796
9.411144,3.770802
9.420784,3.772926
9.430350,3.775182
9.439836,3.777580
9.449234,3.780136
9.458539,3.782860
9.467743,3.785766
9.476841,3.788866
9.485825,3.792173
9.494696,3.795687
9.503455,3.799406
9.512106,3.803323
9.520652,3.807434
9.529095,3.811734
9.537440,3.816219
9.545687,3.820883
9.553841,3.825721
9.561904,3.830730
9.569879,3.835903
9.577769,3.841237
9.585577,3.846726
9.593306,3.852366
9.600959,3.858152
9.608538,3.864079
9.616047,3.870141
9.623488,3.876336
9.630864,3.882656
9.638179,3.889099
9.645434,3.895658
9.652634,3.902329
9.659780,3.909108
9.666877,3.915989
9.673926,3.922968
9.680930,3.930040
9.687893,3.937200
9.694818,3.944443
9.701706,3.951764
9.708562,3.959159
9.715388,3.966623
9.722187,3.974151
9.728962,3.981738
9.735715,3.989379
9.742450,3.997069
9.749170,4.004805
9.755877,4.012580
9.762575,4.020391
9.769265,4.028231
9.775952,4.036098
9.782638,4.043984
9.789326,4.051887
9.796019,4.059801
9.802719,4.067720
9.809430,4.075642
9.816154,4.083559
9.822895,4.091469
9.829655,4.099365
9.836438,4.107244
9.843245,4.115100
9.850081,4.122928
9.856947,4.130725
9.863848,4.138484
9.870785,4.146201
9.877761,4.153871
9.884780,4.161490
9.891845,4.169052
9.898957,4.176553
9.906121,4.183988
9.913339,4.191353
9.920614,4.198642
9.927949,4.205850
9.935347,4.212973
9.942810,4.220006
9.950342,4.226944
9.957945,4.233782
9.965623,4.240516
9.973378,4.247140
9.981213,4.253651
9.989131,4.260042
9.997135,4.266310
10.005228,4.272449
10.013413,4.278455
10.021692,4.284322
10.030069,4.290046
10.038544,4.295626
10.047110,4.301069
10.055758,4.306387
10.064477,4.311592
10.073259,4.316695
10.082093,4.321707
10.090971,4.326641
10.099882,4.331506
10.108819,4.336316
10.117769,4.341081
10.126726,4.345812
10.135678,4.350522
10.144616,4.355222
10.153532,4.359922
10.162415,4.364635
10.171255,4.369372
10.180045,4.374144
10.188773,4.378963
10.197430,4.383840
10.206008,4.388787
10.214495,4.393815
10.222884,4.398936
10.231164,4.404160
10.239326,4.409500
10.247361,4.414967
10.255258,4.420573
10.263009,4.426328
10.270604,4.432244
10.278034,4.438333
10.285289,4.444605
10.292372,4.451060
10.299288,4.457691
10.306045,4.464493
10.312649,4.471460
10.319107,4.478584
10.325424,4.485861
10.331609,4.493284
10.337667,4.500847
10.343606,4.508544
10.349431,4.516369
10.355149,4.524316
10.360767,4.532378
10.366292,4.540550
10.371729,4.548826
10.377087,4.557198
10.382370,4.565662
10.387587,4.574212
10.392743,4.582840
10.397845,4.591541
10.402900,4.600310
10.407914,4.609139
10.412894,4.618022
10.417847,4.626955
10.422779,4.635930
10.427696,4.644941
10.432606,4.653982
10.437515,4.663048
10.442429,4.672132
10.447355,4.681228
10.452300,4.690330
10.457271,4.699432
10.462273,4.708527
10.467314,4.717610
10.472401,4.726675
10.477539,4.735715
10.482735,4.744725
10.487989,4.753702
10.493294,4.762648
10.498646,4.771566
10.504037,4.780458
10.509460,4.789324
10.514910,4.798168
10.520381,4.806990
10.525866,4.815794
10.531358,4.824581
10.536851,4.833352
10.542340,4.842110
10.547817,4.850857
10.553277,4.859595
10.558713,4.868325
10.564119,4.877050
10.569488,4.885771
10.574815,4.894491
10.580092,4.903211
10.585314,4.911933
10.590474,4.920659
10.595566,4.929392
10.600584,4.938132
10.605521,4.946883
10.610371,4.955645
10.615127,4.964422
10.619784,4.973214
10.624335,4.982024
10.628774,4.990853
10.633094,4.999704
10.637289,5.008579
10.641353,5.017479
10.645280,5.026406
10.649063,5.035363
10.652695,5.044351
10.656171,5.053372
10.659484,5.062429
10.662629,5.071522
10.665597,5.080655
10.668385,5.089828
10.670984,5.099044
10.673388,5.108305
10.675592,5.117613
10.677590,5.126969
10.679373,5.136376
10.680938,5.145835
10.682288,5.155347
10.683435,5.164909
10.684389,5.174520
10.685162,5.184179
10.685766,5.193885
10.686212,5.203634
10.686512,5.213427
10.686676,5.223261
10.686716,5.233135
10.686644,5.243047
10.686470,5.252996
10.686207,5.262980
10.685866,5.272998
10.685457,5.283048
10.684993,5.293129
10.684485,5.303238
10.683945,5.313375
10.683383,5.323538
10.682811,5.333725
10.682240,5.343934
10.681682,5.354165
10.681149,5.364416
10.680651,5.374685
10.680200,5.384970
10.679807,5.395270
10.679473,5.405584
10.679192,5.415907
10.678955,5.426238
10.678755,5.436574
10.678583,5.446913
10.678432,5.457252
10.678294,5.467588
10.678161,5.477919
10.678026,5.488243
10.677880,5.498555
10.677716,5.508855
10.677526,5.519140
10.677302,5.529406
10.677036,5.539651
10.676721,5.549873
10.676348,5.560069
10.675911,5.570237
10.675400,5.580373
10.674808,5.590476
10.674128,5.600543
10.673352,5.610571
10.672471,5.620557
10.671478,5.630499
10.670365,5.640395
10.669124,5.650242
10.667748,5.660036
10.666228,5.669777
10.664557,5.679460
10.662728,5.689084
10.660731,5.698645
10.658560,5.708142
10.656206,5.717572
10.653662,5.726932
10.650919,5.736219
10.647971,5.745431
10.644809,5.754565
10.641426,5.763620
10.637813,5.772591
10.633963,5.781477
10.629868,5.790275
10.625522,5.798982
10.620930,5.807597
10.616097,5.816116
10.611030,5.824537
10.605734,5.832858
10.600215,5.841077
10.594479,5.849192
10.588532,5.857198
10.582380,5.865096
10.576028,5.872882
10.569484,5.880553
10.562752,5.888108
10.555838,5.895544
10.548749,5.902858
10.541490,5.910049
10.534068,5.917114
10.526488,5.924050
10.518755,5.930855
10.510877,5.937528
10.502859,5.944065
10.494706,5.950464
10.486425,5.956723
10.478022,5.962839
10.469502,5.968810
10.460872,5.974634
10.452138,5.980308
10.443304,5.985830
10.434378,5.991198
10.425365,5.996409
10.416270,6.001461
10.407101,6.006351
10.397863,6.011077
10.388561,6.015638
10.379202,6.020029
10.369792,6.024250
10.360336,6.028297
10.350841,6.032169
10.341312,6.035862
10.331755,6.039376
10.322176,6.042707
10.312576,6.045860
10.302957,6.048840
10.293317,6.051655
10.283659,6.054309
10.273981,6.056809
10.264286,6.059162
10.254572,6.061372
10.244840,6.063447
10.235091,6.065391
10.225325,6.067212
10.215543,6.068916
10.205745,6.070507
10.195930,6.071993
10.186101,6.073379
10.176257,6.074672
10.166398,6.075878
10.156525,6.077002
10.146638,6.078051
10.136738,6.079030
10.126826,6.079946
10.116900,6.080805
10.106963,6.081613
10.097013,6.082376
10.087052,6.083100
10.077081,6.083791
10.067099,6.084455
10.057106,6.085098
10.047104,6.085727
10.037093,6.086347
10.027072,6.086964
10.017043,6.087584
10.007006,6.088214
9.996960,6.088859
9.986908,6.089526
9.976848,6.090221
9.966782,6.090946
9.956710,6.091699
9.946632,6.092479
9.936549,6.093283
9.926461,6.094107
9.916369,6.094951
9.906273,6.095810
9.896173,6.096684
9.886071,6.097569
9.875966,6.098463
9.865858,6.099363
9.855750,6.100268
9.845640,6.101174
9.835529,6.102080
9.825419,6.102982
9.815308,6.103878
9.805198,6.104767
9.795090,6.105645
9.784982,6.106509
9.774877,6.107359
9.764775,6.108190
9.754675,6.109001
9.744578,6.109789
9.734486,6.110552
9.724398,6.111288
9.714314,6.111993
9.704236,6.112665
9.694164,6.113303
9.684097,6.113903
9.674037,6.114463
9.663984,6.114980
9.653939,6.115453
9.643902,6.115879
9.633873,6.116255
9.623852,6.116578
9.613842,6.116847
9.603840,6.117059
9.593849,6.117212
9.583869,6.117302
9.573900,6.117329
9.563942,6.117288
9.553997,6.117178
9.544064,6.116996
9.534143,6.116740
9.524237,6.116408
9.514344,6.115996
9.504465,6.115503
9.494601,6.114926
9.484752,6.114263
9.474919,6.113510
9.465102,6.112667
9.455302,6.111729
9.445518,6.110696
9.435752,6.109564
9.426004,6.108330
9.416274,6.106994
9.406564,6.105551
9.396872,6.104000
9.387200,6.102338
9.377549,6.100562
9.367918,6.098671
9.358308,6.096662
9.348719,6.094532
9.339153,6.092279
9.329609,6.089900
9.320088,6.087394
9.310590,6.084765
9.301114,6.082016
9.291660,6.079150
9.282229,6.076172
9.272819,6.073085
9.263432,6.069894
9.254066,6.066602
9.244721,6.063213
9.235398,6.059730
9.226096,6.056159
9.216815,6.052501
9.207554,6.048763
9.198314,6.044946
9.189094,6.041055
9.179895,6.037094
9.170715,6.033067
9.161555,6.028977
9.152415,6.024828
9.143294,6.020625
9.134193,6.016371
9.125111,6.012069
9.116047,6.007725
9.107002,6.003340
9.097976,5.998920
9.088968,5.994469
9.079978,5.989989
9.071006,5.985485
9.062052,5.980957
9.053115,5.976405
9.044196,5.971831
9.035293,5.967234
9.026406,5.962615
9.017536,5.957974
9.008681,5.953311
8.999843,5.948628
8.991019,5.943924
8.982210,5.939200
8.973416,5.934456
8.964636,5.929692
8.955870,5.924910
8.947118,5.920108
8.938379,5.915289
8.929653,5.910451
8.920940,5.905596
8.912240,5.900724
8.903552,5.895836
8.894875,5.890930
8.886210,5.886009
8.877557,5.881073
8.868914,5.876121
8.860282,5.871154
8.851660,5.866174
8.843048,5.861179
8.834446,5.856170
8.825854,5.851148
8.817270,5.846114
8.808696,5.841067
8.800130,5.836008
8.791572,5.830937
8.783022,5.825855
8.774479,5.820762
8.765944,5.815659
8.757416,5.810546
8.748894,5.805423
8.740379,5.800290
8.731870,5.795149
8.723366,5.789999
8.714868,5.784841
8.706375,5.779676
8.697887,5.774502
8.689404,5.769322
8.680924,5.764136
8.672449,5.758943
8.663977,5.753744
8.655508,5.748540
8.647043,5.743331
8.638580,5.738118
8.630120,5.732900
8.621661,5.727678
8.613204,5.722453
8.604749,5.717224
8.596295,5.711993
8.587842,5.706760
8.579389,5.701525
8.570937,5.696288
8.562484,5.691051
8.554031,5.685812
8.545578,5.680573
8.537123,5.675334
8.528667,5.670096
8.520210,5.664858
8.511751,5.659622
8.503289,5.654387
8.494825,5.649155
8.486358,5.643924
8.477888,5.638697
8.469414,5.633473
8.460937,5.628253
8.452455,5.623038
8.443969,5.617828
8.435478,5.612625
8.426981,5.607430
8.418479,5.602242
8.409970,5.597064
8.401455,5.591896
8.392932,5.586738
8.384402,5.581592
8.375865,5.576457
8.367319,5.571337
8.358765,5.566230
8.350202,5.561137
8.341629,5.556061
8.333047,5.551000
8.324454,5.545957
8.315851,5.540932
8.307238,5.535926
8.298612,5.530940
8.289975,5.525974
8.281326,5.521029
8.272665,5.516106
8.263990,5.511207
8.255303,5.506331
8.246601,5.501480
8.237886,5.496654
8.229156,5.491854
8.220411,5.487082
8.211651,5.482337
8.202875,5.477621
8.194084,5.472934
8.185276,5.468278
8.176451,5.463653
8.167609,5.459060
8.158749,5.454500
8.149871,5.449973
8.140975,5.445481
8.132060,5.441024
8.123126,5.436602
8.114175,5.432215
8.105207,5.427857
8.096225,5.423527
8.087230,5.419220
8.078226,5.414934
8.069212,5.410664
8.060192,5.406408
8.051166,5.402163
8.042137,5.397924
8.033107,5.393689
8.024078,5.389453
8.015050,5.385215
8.006027,5.380970
7.997010,5.376716
7.988001,5.372448
7.979001,5.368164
7.970013,5.363859
7.961038,5.359532
7.952078,5.355178
7.943135,5.350794
7.934210,5.346376
7.925307,5.341922
7.916426,5.337428
7.907569,5.332891
7.898738,5.328307
7.889935,5.323673
7.881162,5.318985
7.872420,5.314241
7.863712,5.309437
7.855040,5.304569
7.846404,5.299634
7.837807,5.294630
7.829251,5.289551
7.820737,5.284398
7.812264,5.279171
7.803830,5.273873
7.795434,5.268507
7.787074,5.263076
7.778749,5.257583
7.770458,5.252030
7.762199,5.246420
7.753970,5.240756
7.745771,5.235041
7.737599,5.229278
7.729453,5.223469
7.721332,5.217617
7.713234,5.211725
7.705158,5.205796
7.697102,5.199832
7.689065,5.193837
7.681045,5.187812
7.673041,5.181762
7.665052,5.175688
7.657075,5.169593
7.649110,5.163481
7.641155,5.157353
7.633208,5.151214
7.625269,5.145065
7.617335,5.138909
7.609405,5.132750
7.601478,5.126589
7.593552,5.120430
7.585625,5.114276
7.577697,5.108129
7.569766,5.101992
7.561829,5.095868
7.553887,5.089759
7.545937,5.083669
7.537978,5.077600
7.530009,5.071555
7.522027,5.065537
7.514032,5.059549
7.506022,5.053592
7.497995,5.047671
7.489950,5.041788
7.481886,5.035946
7.473802,5.030147
7.465694,5.024394
7.457563,5.018691
7.449407,5.013039
7.441224,5.007442
7.433013,5.001902
7.424772,4.996422
7.416500,4.991006
7.408196,4.985655
7.399857,4.980373
7.391483,4.975162
7.383071,4.970026
7.374622,4.964966
7.366132,4.959986
7.357601,4.955088
7.349027,4.950276
7.340408,4.945552
7.331744,4.940918
7.323033,4.936378
7.314275,4.931930
7.305471,4.927573
7.296623,4.923302
7.287732,4.919118
7.278798,4.915016
7.269824,4.910994
7.260809,4.907051
7.251756,4.903184
7.242665,4.899391
7.233538,4.895669
7.224375,4.892016
7.215178,4.888429
7.205948,4.884907
7.196686,4.881446
7.187394,4.878045
7.178071,4.874702
7.168720,4.871413
7.159341,4.868177
7.149937,4.864991
7.140507,4.861853
7.131053,4.858761
7.121576,4.855712
7.112077,4.852703
7.102557,4.849733
7.093019,4.846800
7.083461,4.843900
7.073887,4.841032
7.064296,4.838193
7.054691,4.835381
7.045071,4.832593
7.035439,4.829828
7.025795,4.827082
7.016141,4.824354
7.006477,4.821641
6.996806,4.818941
6.987127,4.816251
6.977442,4.813569
6.967753,4.810893
6.958060,4.808221
6.948364,4.805550
6.938667,4.802877
6.928970,4.800202
6.919273,4.797520
6.909579,4.794830
6.899888,4.792129
6.890201,4.789415
6.880519,4.786687
6.870844,4.783940
6.861177,4.781174
6.851519,4.778385
6.841870,4.775572
6.832232,4.772732
6.822607,4.769862
6.812995,4.766961
6.803398,4.764026
6.793816,4.761055
6.784251,4.758045
6.774703,4.754994
6.765175,4.751900
6.755667,4.748760
6.746180,4.745573
6.736716,4.742334
6.727275,4.739044
6.717858,4.735699
6.708464,4.732302
6.699094,4.728853
6.689746,4.725354
6.680421,4.721806
6.671116,4.718211
6.661833,4.714569
6.652570,4.710882
6.643326,4.707151
6.634102,4.703377
6.624896,4.699562
6.615708,4.695707
6.606538,4.691813
6.597384,4.687881
6.588247,4.683913
6.579126,4.679909
6.570020,4.675872
6.560929,4.671802
6.551852,4.667701
6.542788,4.663570
6.533738,4.659410
6.524700,4.655222
6.515673,4.651008
6.506658,4.646769
6.497654,4.642506
6.488661,4.638221
6.479676,4.633914
6.470701,4.629587
6.461735,4.625242
6.452776,4.620878
6.443825,4.616499
6.434881,4.612105
6.425943,4.607696
6.417011,4.603276
6.408084,4.598843
6.399162,4.594401
6.390244,4.589951
6.381329,4.585492
6.372417,4.581028
6.363508,4.576558
6.354601,4.572085
6.345695,4.567609
6.336789,4.563132
6.327884,4.558656
6.318978,4.554180
6.310072,4.549707
6.301164,4.545238
6.292254,4.540773
6.283341,4.536316
6.274425,4.531865
6.265506,4.527424
6.256582,4.522993
6.247653,4.518573
6.238719,4.514165
6.229779,4.509772
6.220833,4.505393
6.211879,4.501031
6.202918,4.496687
6.193949,4.492361
6.184970,4.488056
6.175983,4.483771
6.166986,4.479510
6.157978,4.475273
6.148959,4.471060
6.139929,4.466874
6.130886,4.462716
6.121831,4.458587
6.112763,4.454487
6.103681,4.450420
6.094585,4.446385
6.085474,4.442384
6.076347,4.438418
6.067205,4.434487
6.058048,4.430590
6.048878,4.426724
6.039694,4.422888
6.030498,4.419080
6.021290,4.415298
6.012072,4.411540
6.002843,4.407805
5.993606,4.404090
5.984360,4.400394
5.975106,4.396715
5.965846,4.393052
5.956579,4.389402
5.947308,4.385763
5.938031,4.382134
5.928751,4.378512
5.919468,4.374897
5.910183,4.371286
5.900897,4.367678
5.891610,4.364070
5.882323,4.360461
5.873037,4.356849
5.863753,4.353231
5.854472,4.349607
5.845193,4.345975
5.835919,4.342332
5.826650,4.338677
5.817386,4.335009
5.808128,4.331327
5.798875,4.327632
5.789628,4.323924
5.780387,4.320202
5.771151,4.316466
5.761921,4.312717
5.752696,4.308953
5.743477,4.305177
5.734265,4.301386
5.725058,4.297582
5.715857,4.293764
5.706662,4.289932
5.697473,4.286085
5.688291,4.282225
5.679114,4.278351
5.669944,4.274463
5.660780,4.270561
5.651622,4.266645
5.642471,4.262714
5.633326,4.258769
5.624187,4.254810
5.615055,4.250836
5.605930,4.246849
5.596811,4.242846
5.587699,4.238829
5.578593,4.234798
5.569494,4.230752
5.560402,4.226692
5.551317,4.222617
5.542239,4.218527
5.533168,4.214422
5.524103,4.210303
5.515046,4.206169
